"INCITS","County or equivalent","State or district","Pop Rank","2013 Pop","Core Based Statistical Area","Combined Statistical Area"
"22093","St. James Parish","Louisiana","1744","21,752","New Orleans-Metairie, LA Metropolitan Statistical Area","New Orleans-Metairie-Hammond, LA-MS Combined Statistical Area"
"22095","St. John the Baptist Parish","Louisiana","1093","43,761","New Orleans-Metairie, LA Metropolitan Statistical Area","New Orleans-Metairie-Hammond, LA-MS Combined Statistical Area"
"22097","St. Landry Parish","Louisiana","670","83,454","Opelousas, LA Micropolitan Statistical Area","Lafayette-Opelousas-Morgan City, LA Combined Statistical Area"
"22099","St. Martin Parish","Louisiana","942","52,936","Lafayette, LA Metropolitan Statistical Area","Lafayette-Opelousas-Morgan City, LA Combined Statistical Area"
"22101","St. Mary Parish","Louisiana","933","53,543","Morgan City, LA Micropolitan Statistical Area","Lafayette-Opelousas-Morgan City, LA Combined Statistical Area"
"22103","St. Tammany Parish","Louisiana","270","242,333","New Orleans-Metairie, LA Metropolitan Statistical Area","New Orleans-Metairie-Hammond, LA-MS Combined Statistical Area"
"22105","Tangipahoa Parish","Louisiana","492","125,412","Hammond, LA Metropolitan Statistical Area","New Orleans-Metairie-Hammond, LA-MS Combined Statistical Area"
"22107","Tensas Parish","Louisiana","2842","4,908","",""
"22109","Terrebonne Parish","Louisiana","535","112,749","Houma-Thibodaux, LA Metropolitan Statistical Area",""
"22111","Union Parish","Louisiana","1715","22,344","Monroe, LA Metropolitan Statistical Area","Monroe-Ruston-Bastrop, LA Combined Statistical Area"
"22113","Vermilion Parish","Louisiana","875","59,253","Lafayette, LA Metropolitan Statistical Area","Lafayette-Opelousas-Morgan City, LA Combined Statistical Area"
"22115","Vernon Parish","Louisiana","946","52,606","Fort Polk South, LA Micropolitan Statistical Area","DeRidder-Fort Polk South, LA Combined Statistical Area"
"22117","Washington Parish","Louisiana","1039","46,419","Bogalusa, LA Micropolitan Statistical Area","New Orleans-Metairie-Hammond, LA-MS Combined Statistical Area"
"22119","Webster Parish","Louisiana","1163","40,678","Shreveport-Bossier City, LA Metropolitan Statistical Area",""
"22121","West Baton Rouge Parish","Louisiana","1622","24,573","Baton Rouge, LA Metropolitan Statistical Area",""
"22123","West Carroll Parish","Louisiana","2330","11,465","",""
"22125","West Feliciana Parish","Louisiana","2079","15,444","Baton Rouge, LA Metropolitan Statistical Area",""
"22127","Winn Parish","Louisiana","2119","14,813","",""
"23001","Androscoggin County","Maine","554","107,604","Lewiston-Auburn, ME Metropolitan Statistical Area","Portland-Lewiston-South Portland, ME Combined Statistical Area"
"23003","Aroostook County","Maine","762","70,055","",""
"23005","Cumberland County","Maine","234","285,456","Portland-South Portland, ME Metropolitan Statistical Area","Portland-Lewiston-South Portland, ME Combined Statistical Area"
"23007","Franklin County","Maine","1419","30,495","",""
"23009","Hancock County","Maine","916","54,845","",""
"23011","Kennebec County","Maine","508","121,164","Augusta-Waterville, ME Micropolitan Statistical Area",""
"23013","Knox County","Maine","1180","39,550","",""
"23015","Lincoln County","Maine","1325","34,088","",""
"23017","Oxford County","Maine","891","57,277","",""
"23019","Penobscot County","Maine","414","153,364","Bangor, ME Metropolitan Statistical Area",""
"23021","Piscataquis County","Maine","1974","17,124","",""
"23023","Sagadahoc County","Maine","1301","35,013","Portland-South Portland, ME Metropolitan Statistical Area","Portland-Lewiston-South Portland, ME Combined Statistical Area"
"23025","Somerset County","Maine","958","51,706","",""
"23027","Waldo County","Maine","1198","38,940","",""
"23029","Washington County","Maine","1384","32,190","",""
"23031","York County","Maine","321","199,431","Portland-South Portland, ME Metropolitan Statistical Area","Portland-Lewiston-South Portland, ME Combined Statistical Area"
"24001","Allegany County","Maryland","740","73,521","Cumberland, MD-WV Metropolitan Statistical Area",""
"24003","Anne Arundel County","Maryland","112","555,743","Baltimore-Columbia-Towson, MD Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24005","Baltimore County","Maryland","69","823,015","Baltimore-Columbia-Towson, MD Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24009","Calvert County","Maryland","635","90,484","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24011","Caroline County","Maryland","1366","32,693","",""
"24013","Carroll County","Maryland","377","167,564","Baltimore-Columbia-Towson, MD Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24015","Cecil County","Maryland","576","101,913","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area","Philadelphia-Reading-Camden, PA-NJ-DE-MD Combined Statistical Area"
"24017","Charles County","Maryland","415","152,864","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24019","Dorchester County","Maryland","1368","32,660","Cambridge, MD Micropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24021","Frederick County","Maryland","272","241,409","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24023","Garrett County","Maryland","1429","29,889","",""
"24025","Harford County","Maryland","264","249,215","Baltimore-Columbia-Towson, MD Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24027","Howard County","Maryland","218","304,580","Baltimore-Columbia-Towson, MD Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24029","Kent County","Maryland","1841","19,944","",""
"24031","Montgomery County","Maryland","40","1,016,677","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24033","Prince George's County","Maryland","58","890,081","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24035","Queen Anne's County","Maryland","1004","48,517","Baltimore-Columbia-Towson, MD Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24037","St. Mary's County","Maryland","543","109,633","California-Lexington Park, MD Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24039","Somerset County","Maryland","1552","26,273","Salisbury, MD-DE Metropolitan Statistical Area",""
"24041","Talbot County","Maryland","1221","37,931","Easton, MD Micropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24043","Washington County","Maryland","425","149,588","Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"24045","Wicomico County","Maryland","586","100,896","Salisbury, MD-DE Metropolitan Statistical Area",""
"24047","Worcester County","Maryland","960","51,620","Salisbury, MD-DE Metropolitan Statistical Area",""
"24510","Baltimore, City of","Maryland","106","622,104","Baltimore-Columbia-Towson, MD Metropolitan Statistical Area","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA Combined Statistical Area"
"25001","Barnstable County","Massachusetts","294","214,990","Barnstable Town, MA Metropolitan Statistical Area","Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area"
"25003","Berkshire County","Massachusetts","479","129,585","Pittsfield, MA Metropolitan Statistical Area",""
"25005","Bristol County","Massachusetts","114","552,780","Providence-Warwick, RI-MA Metropolitan Statistical Area","Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area"
"25007","Dukes County","Massachusetts","1968","17,256","Vineyard Haven, MA Micropolitan Statistical Area",""
"25009","Essex County","Massachusetts","77","762,550","Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area","Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area"
"25011","Franklin County","Massachusetts","751","71,221","Greenfield Town, MA Micropolitan Statistical Area","Springfield-Greenfield Town, MA Combined Statistical Area"
"25013","Hampden County","Massachusetts","146","467,319","Springfield, MA Metropolitan Statistical Area","Springfield-Greenfield Town, MA Combined Statistical Area"
"25015","Hampshire County","Massachusetts","399","159,596","Springfield, MA Metropolitan Statistical Area","Springfield-Greenfield Town, MA Combined Statistical Area"
"25017","Middlesex County","Massachusetts","23","1,552,802","Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area","Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area"
"25019","Nantucket, Town and County of","Massachusetts","2402","10,399","",""
"25021","Norfolk County","Massachusetts","89","687,802","Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area","Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area"
"25023","Plymouth County","Massachusetts","133","501,915","Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area","Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area"
"25025","Suffolk County","Massachusetts","79","755,503","Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area","Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area"
"25027","Worcester County","Massachusetts","73","809,106","Worcester, MA-CT Metropolitan Statistical Area","Boston-Worcester-Providence, MA-RI-NH-CT Combined Statistical Area"
"26001","Alcona County","Michigan","2389","10,578","",""
"26003","Alger County","Michigan","2467","9,522","",""
"26005","Allegan County","Michigan","536","112,531","Holland, MI Micropolitan Statistical Area","Grand Rapids-Wyoming-Muskegon, MI Combined Statistical Area"
"26007","Alpena County","Michigan","1449","29,091","Alpena, MI Micropolitan Statistical Area",""
"26009","Antrim County","Michigan","1670","23,370","",""
"26011","Arenac County","Michigan","2075","15,487","",""
"26013","Baraga County","Michigan","2546","8,695","",""
"26015","Barry County","Michigan","877","59,097","Grand Rapids-Wyoming, MI Metropolitan Statistical Area","Grand Rapids-Wyoming-Muskegon, MI Combined Statistical Area"
"26017","Bay County","Michigan","560","106,832","Bay City, MI Metropolitan Statistical Area","Saginaw-Midland-Bay City, MI Combined Statistical Area"
"26019","Benzie County","Michigan","1958","17,428","Traverse City, MI Micropolitan Statistical Area",""
"26021","Berrien County","Michigan","407","155,252","Niles-Benton Harbor, MI Metropolitan Statistical Area","South Bend-Elkhart-Mishawaka, IN-MI Combined Statistical Area"
"26023","Branch County","Michigan","1096","43,649","Coldwater, MI Micropolitan Statistical Area",""
"26025","Calhoun County","Michigan","466","135,012","Battle Creek, MI Metropolitan Statistical Area","Kalamazoo-Battle Creek-Portage, MI Combined Statistical Area"
"26027","Cass County","Michigan","957","51,910","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area","South Bend-Elkhart-Mishawaka, IN-MI Combined Statistical Area"
"26029","Charlevoix County","Michigan","1560","26,129","",""
"26031","Cheboygan County","Michigan","1572","25,726","",""
"26033","Chippewa County","Michigan","1202","38,696","Sault Ste. Marie, MI Micropolitan Statistical Area",""
"26035","Clare County","Michigan","1418","30,569","",""
"26037","Clinton County","Michigan","713","76,739","Lansing-East Lansing, MI Metropolitan Statistical Area","Lansing-East Lansing-Owosso, MI Combined Statistical Area"
"26039","Crawford County","Michigan","2180","13,904","",""
"26041","Delta County","Michigan","1249","36,905","Escanaba, MI Micropolitan Statistical Area",""
"26043","Dickinson County","Michigan","1561","26,098","Iron Mountain, MI-WI Micropolitan Statistical Area",""
"26045","Eaton County","Michigan","550","108,348","Lansing-East Lansing, MI Metropolitan Statistical Area","Lansing-East Lansing-Owosso, MI Combined Statistical Area"
"26047","Emmet County","Michigan","1349","33,140","",""
"26049","Genesee County","Michigan","165","415,376","Flint, MI Metropolitan Statistical Area","Detroit-Warren-Ann Arbor, MI Combined Statistical Area"
"26051","Gladwin County","Michigan","1584","25,493","",""
"26053","Gogebic County","Michigan","2050","15,916","",""
"26055","Grand Traverse County","Michigan","638","89,987","Traverse City, MI Micropolitan Statistical Area",""
"26057","Gratiot County","Michigan","1130","41,968","Alma, MI Micropolitan Statistical Area","Mount Pleasant-Alma, MI Combined Statistical Area"
"26059","Hillsdale County","Michigan","1046","46,101","Hillsdale, MI Micropolitan Statistical Area",""
"26061","Houghton County","Michigan","1268","36,225","Houghton, MI Micropolitan Statistical Area",""
"26063","Huron County","Michigan","1382","32,224","",""
"26065","Ingham County","Michigan","236","282,234","Lansing-East Lansing, MI Metropolitan Statistical Area","Lansing-East Lansing-Owosso, MI Combined Statistical Area"
"26067","Ionia County","Michigan","820","64,073","Ionia, MI Micropolitan Statistical Area","Grand Rapids-Wyoming-Muskegon, MI Combined Statistical Area"
"26069","Iosco County","Michigan","1589","25,429","",""
"26071","Iron County","Michigan","2326","11,516","",""
"26073","Isabella County","Michigan","759","70,436","Mount Pleasant, MI Micropolitan Statistical Area","Mount Pleasant-Alma, MI Combined Statistical Area"
"26075","Jackson County","Michigan","396","160,369","Jackson, MI Metropolitan Statistical Area",""
"26077","Kalamazoo County","Michigan","258","256,725","Kalamazoo-Portage, MI Metropolitan Statistical Area","Kalamazoo-Battle Creek-Portage, MI Combined Statistical Area"
"26079","Kalkaska County","Michigan","1970","17,196","Traverse City, MI Micropolitan Statistical Area",""
"26081","Kent County","Michigan","107","621,700","Grand Rapids-Wyoming, MI Metropolitan Statistical Area","Grand Rapids-Wyoming-Muskegon, MI Combined Statistical Area"
"26083","Keweenaw County","Michigan","3038","2,191","Houghton, MI Micropolitan Statistical Area",""
"26085","Lake County","Michigan","2332","11,386","",""
"26087","Lapeer County","Michigan","647","88,389","Detroit-Warren-Dearborn, MI Metropolitan Statistical Area","Detroit-Warren-Ann Arbor, MI Combined Statistical Area"
"26089","Leelanau County","Michigan","1745","21,747","Traverse City, MI Micropolitan Statistical Area",""
